0.9302226	0.06977741	1.238587e-32	0	0
0.06757448	0.9324255	4.949464e-10	0	0
0.1969482	0.8030518	7.290211e-62	0	0
0.9915731	0.008426943	5.206221e-11	0	0
0.02026559	0.979734	4.226039e-07	4.271268e-111	0
0.5112784	0.4740688	0.01465288	3.35025e-157	0
0.5894448	0.4105552	2.527729e-17	0	0
0.992475	0.007524976	2.335878e-20	0	0
7.248342e-07	1.778352e-12	0.9999993	0	0
0.2771046	0.7228954	3.357408e-31	0	0
0.9996077	0.0003923043	7.956623e-22	0	0
0.9974823	0.002509251	8.40686e-06	0	0
0.9275416	0.07245841	2.510213e-15	0	0
3.156325e-05	0.9999684	1.703473e-44	3.452015e-94	7.050013e-76
0.8723095	0.1276905	9.558976e-48	0	0
0.0932181	0.9067819	3.885309e-47	0	0
0.3651739	0.6348261	4.005065e-44	0	0
0.1767264	0.8232736	6.924163e-08	0	0
0.03073721	0.9692628	4.662185e-68	0	0
0.004524113	0.9954753	5.810689e-07	3.448603e-142	0
0.9999351	6.488149e-05	1.226367e-43	0	0
0.2524487	0.7475513	1.452395e-55	0	0
0.139977	0.860023	8.184141e-37	0	0
0.04044578	0.9595542	9.183858e-33	0	0
0.1872537	0.8127463	6.875479e-15	0	0
0.6149256	0.3850744	2.928652e-54	0	0
0.6899676	0.3100324	9.299058e-09	0	0
0.8579288	0.1420712	5.04297e-19	0	0
0.2860646	0.7139354	1.086998e-22	0	0
0.9999963	3.519292e-06	1.55502e-07	0	0
0.03871137	0.9612886	6.461186e-76	0	0
0.9847009	0.01529914	3.079703e-23	0	0
0.9998703	0.0001297153	2.107436e-29	0	0
0.8008473	0.005031601	0.1941211	1.401467e-319	0
0.03094785	0.9690521	3.555857e-36	0	0
0.4360556	0.5639444	2.508826e-34	0	0
0.5071733	0.4355749	0.05725184	3.846379e-255	0
0.03000425	0.9699957	3.533148e-69	0	0
0.6013775	0.3986225	1.40414e-35	0	0
0.4452073	0.5547927	7.624877e-16	0	0
0.6358155	0.3641845	1.991147e-24	0	0
0.1194577	0.8805423	6.509487e-55	0	0
0.0001954495	0.9998046	1.020983e-22	8.0084e-15	6.864554e-170
0.807646	0.192354	7.614687e-34	0	0
0.1818513	0.8181487	1.00369e-41	0	0
0.202532	0.797468	2.17344e-45	0	0
0.06803026	0.9319697	8.287941e-31	0	0
0.2359864	0.7640136	1.883639e-34	0	0
0.07794893	0.921842	0.0002090965	3.509504e-269	0
0.7026427	0.2973573	5.865008e-13	0	0
0.4479413	0.5520587	9.526815e-31	0	0
0.6950509	0.3049491	6.5356e-27	0	0
0.5303255	0.4696745	3.019854e-09	0	0
0.1156553	0.8843447	5.685782e-17	0	0
0.08393815	0.9160618	9.202032e-17	0	0
0.01632398	0.983676	2.836942e-51	0	0
0.06267064	0.9373294	5.633055e-10	0	0
0.06669897	0.9332831	1.797767e-05	5.56203e-217	0
5.811061e-05	0.9999419	8.235619e-64	1.009322e-226	4.480403e-32
0.08408457	0.9159108	4.648025e-06	1.033869e-121	0
1.661422e-10	1.411955e-10	3.28691e-29	1	1.742653e-181
0.3813973	0.6186027	3.191095e-23	0	0
0.8438707	0.1561293	8.596224e-10	0	0
0.07845804	0.921542	8.378076e-23	0	0
0.4840678	0.5159322	4.580509e-18	0	0
0.01215043	0.9878388	1.081609e-05	2.017404e-259	0
0.1007578	0.897535	0.001707187	1.152e-225	0
0.1794574	0.8185468	0.001995779	1.322443e-206	0
8.020851e-14	7.197721e-32	1	0	0
0.1050582	0.8949418	5.801329e-32	0	0
1.242769e-12	2.327672e-05	2.949489e-126	0	0.9999767
0.02043633	0.9795637	3.380378e-09	4.585257e-65	2.678763e-245
0.4735104	0.5264874	2.183988e-06	0	0
0.2117189	0.7882811	2.145515e-16	0	0
0.2319344	0.7680656	1.119551e-18	0	0
0.1318512	0.8681488	3.423474e-08	0	0
0.003346742	0.9966533	1.165569e-18	4.084493e-21	3.267051e-187
0.9302931	0.06970689	6.738167e-13	0	0
0.1422759	0.8577241	4.637885e-68	0	0
0.9999997	3.414403e-07	5.451824e-16	0	0
0.1827433	0.8172567	1.304413e-42	0	0
0.9037399	0.0962601	2.345556e-16	0	0
