1	1	1.39816865605557	1.43261945291132	1.41583764431643	1.41295028828942	0.120600309757744	0.00557705387456567	0.0660655533226929
1	2	1.47340358019773	1.49997964297097	1.4929140324847	1.49028282414492	0.199475038864033	0.00160628173191636	0.0471417634142386
1	3	1.53817122449415	1.5661235690652	1.65413277144177	1.75692387576499	0.00729394186228847	0.0312335295138551	0.0828011333136561
1	4	1.88034544045588	1.89762562520763	1.87504838314217	1.74523696344125	0	0.00324260590857335	0.0285170400515011
1	5	2.23007797250096	2.23912232709074	2.20487650616863	2.19216530121965	0	0.0121244064299122	0.0512833907303851
2	1	1.40491278745053	1.42767247456829	1.42540826712181	1.42456230667163	0.101072201710966	0.00763606986377151	0.0684438788708041
2	2	1.4645070031442	1.48994002219146	1.48270527320837	1.47781303467125	0.18141946812396	0.00209985753140795	0.0471417634142386
2	3	1.5453409960247	1.52171608078845	1.64796515414021	1.78680940761433	0.00273154613987351	0.0387810805184176	0.100465758040179
2	4	1.8853458608686	1.89563195754485	1.88040344006006	1.75137021948687	0	0.0135049473439072	0.0334461827362804
2	5	2.25007576808492	2.22737551418487	2.22515265526228	2.18889552108899	0	0.00681912210452896	0.0383013043751961
3	1	1.4019018279532	1.44364645304325	1.41260715119801	1.42630681172003	0.0963635611699086	0.00763606986377151	0.0684438788708041
3	2	1.47654920857761	1.49830843400953	1.4939514069147	1.48727164668225	0.212643860854026	0.00209985753140795	0.0471417634142386
3	3	1.55671583344594	1.5625438970545	1.69686909198696	1.71987786701484	0.353054640944889	0.0238736542822556	0.0849982464630231
3	4	1.88827905906993	1.86680800921207	1.87405012105556	1.76117612709773	0	0.0150605432760341	0.0391615718496547
3	5	2.2334737997239	2.24832271221186	2.2288840992803	2.18446806613121	0	0.0302522683757966	0.0383916636868551
4	1	1.46588166664652	1.4954413947357	1.48796302063341	1.48293197787312	0.181857935279298	0.00280815996597518	0.0471417634142386
4	2	1.38907690460423	1.44060436141062	1.40932583984177	1.42329325534706	0.0968300673776913	0.0103883540511288	0.0716104790065667
4	3	1.53416945049858	1.55593956429216	1.6702273966832	1.7792493042271	0.102071600005598	0.0321413114725604	0.0770087003353353
4	4	1.89075877966009	1.90357280253458	1.87058947853405	1.736216067204	0	0.00199509196009567	0.0332690768934094
4	5	2.21831499107682	2.25302201230086	2.23161552095363	2.22287879126874	0	0.00796418109640422	0.0439906947221982
5	1	1.45301611923081	1.4842456232896	1.47654928865221	1.47542283176495	0.202325171053754	0.00280815996597518	0.0471417634142386
