1	2	2	1	2	2	2	1	3	1	1	1	1	2	1	2	2	2	2	2	1	2	2	2	2	1	2	1	2	1	2	1	1	1	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	1	2	1	1	2	2	2	2	2	2	2	4	2	1	2	2	2	2	2	3	2	5	2	1	2	2	2	2	1	2	1	2	1	1	1	2	2	1	2	2	1	2	2	2	2	2	2	2	2	2	1	2.703119
1	2	2	1	2	2	2	1	3	2	1	1	2	2	1	2	2	2	2	2	1	2	2	2	2	1	2	1	2	1	2	1	1	1	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	4	2	1	2	1	2	2	2	3	2	5	2	2	2	2	2	2	1	2	1	2	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1.199307
1	2	2	1	2	2	2	1	3	1	1	1	1	2	1	2	2	2	2	2	1	2	2	2	2	2	2	1	2	1	2	1	1	1	2	2	1	2	1	1	1	2	2	1	1	2	2	2	2	1	2	1	1	2	2	2	2	2	2	2	4	2	2	2	2	2	2	2	3	2	5	2	2	2	2	2	2	1	2	1	2	2	1	1	2	2	1	1	2	1	2	2	2	2	2	2	2	2	2	1	0.2682291
1	1	1	2	1	1	2	2	3	1	2	2	2	1	2	1	1	1	1	1	2	1	1	1	1	2	1	2	1	2	1	2	2	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	4	2	1	1	1	1	1	1	3	1	5	1	2	1	1	1	1	1	1	2	1	2	1	2	1	1	2	2	1	2	1	1	1	1	1	1	1	1	1	2	0.9930637
1	1	1	2	1	2	1	2	3	1	2	2	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	2	2	2	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	1	2	1	1	1	1	1	3	1	5	1	1	1	1	1	1	2	1	2	1	2	2	2	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	0.7091985
1	2	2	1	2	2	1	1	3	2	1	1	1	2	1	2	2	2	2	2	1	2	2	2	2	2	1	1	2	1	2	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	4	2	1	2	2	2	2	2	3	2	5	2	2	2	2	2	2	1	2	1	2	1	1	1	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	1	0.4500637
1	2	2	1	2	2	1	1	3	1	1	1	1	2	2	2	2	2	2	2	1	2	2	2	2	2	1	2	2	1	2	1	1	2	2	2	2	2	2	2	1	2	2	1	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	4	2	2	2	2	2	2	2	3	2	5	2	2	2	2	2	2	1	2	1	2	1	1	1	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	1	0.2988045
1	1	1	2	1	1	2	2	3	2	2	2	2	1	2	1	1	1	1	1	2	1	1	1	1	2	2	2	1	2	1	2	2	2	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	4	1	1	1	1	1	1	1	3	1	5	1	1	1	1	1	1	2	1	2	1	2	1	2	1	1	2	1	1	2	1	1	1	1	1	1	2	2	1	2	0.9604383
1	1	1	2	1	1	1	2	3	1	2	2	2	1	1	1	1	1	1	1	2	1	1	1	1	2	1	2	1	2	1	2	2	2	1	2	1	1	2	1	2	1	1	1	1	2	1	1	1	2	1	2	1	1	1	1	1	1	1	1	4	1	1	1	1	1	1	1	3	1	5	1	1	1	1	1	1	2	1	2	1	2	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	0.4563083
1	1	1	2	1	1	1	2	3	1	2	2	2	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	2	1	2	2	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	4	1	2	1	1	1	1	1	3	1	5	1	2	1	1	1	1	2	1	2	1	1	2	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	0.6111904
1	1	1	2	1	1	1	2	3	1	2	2	2	1	2	1	1	1	1	1	2	1	1	1	1	1	1	2	1	2	1	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	1	2	1	1	1	1	1	3	1	5	1	2	1	1	1	1	2	1	2	1	2	2	2	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	2	0.9957114
1	2	2	1	2	2	2	1	3	2	1	1	1	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	1	2	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	4	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	1	2	1	2	1	2	1	2	2	1	2	2	1	2	2	2	2	2	2	2	2	2	2	0.8965221
1	2	2	1	2	2	2	1	3	2	1	1	2	2	1	2	2	2	2	2	1	2	2	2	2	2	2	1	2	1	2	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	1	2	2	2	2	2	2	2	4	2	1	2	2	2	2	2	3	2	2	2	2	2	2	2	2	1	2	1	2	1	1	1	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	1.050262
1	2	2	1	2	2	2	1	3	2	1	1	1	2	1	2	2	2	2	2	1	2	2	2	2	2	1	1	2	1	2	2	1	1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	1	2	1	2	2	2	2	2	2	2	2	4	2	1	2	2	2	2	2	3	2	2	2	2	2	2	2	2	1	2	1	2	1	1	1	2	2	1	2	2	1	2	2	2	2	2	2	2	2	2	1	0.5377135
1	2	2	1	2	2	2	1	3	2	1	1	1	2	1	2	2	2	2	2	1	2	2	2	2	2	2	1	2	1	2	1	1	1	2	2	2	2	2	2	2	2	2	1	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	4	2	2	2	1	2	2	2	3	2	2	2	2	2	2	2	2	2	2	1	2	1	1	2	2	2	1	2	2	1	2	2	2	2	2	2	2	2	2	1	0.6016649
1	2	2	1	2	2	2	1	3	2	1	1	1	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	1	2	1	1	1	2	2	2	2	2	2	2	2	2	1	2	2	2	2	1	1	2	2	2	2	2	2	2	2	2	2	4	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	1	2	1	2	1	1	1	2	2	1	2	2	1	2	2	2	2	2	2	2	2	2	1	0.7216416
